ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/07/2025;COBERTURA;IMPORTE AFILIADO
47219;hierro+fólico,ác.;YECTAFER TABS;40/0.5 mg comp.rec.x 20;Rontag;$ 15687.09;50%;$ 7843.55
47220;hierro+fólico,ác.;YECTAFER TABS;40/0.5 mg comp.rec.x 40;Rontag;$ 24580.19;50%;$ 12290.1
47221;hierro+fólico,ác.;YECTAFER TABS;80/1 mg comp.rec.x 20;Rontag;$ 23368.95;50%;$ 11684.48
47222;hierro+fólico,ác.;YECTAFER TABS;80/1 mg comp.rec.x 40;Rontag;$ 41036.9;50%;$ 20518.45
787;hierro+fólico,ác.+asoc.;YECTAFER COMPLEX;a.x 10;Rontag;$ 110337.37;50%;$ 55168.69
32856;hierro+fólico,ác.+asoc.;YECTAFER COMPLEX;a.x 5;Rontag;$ 55168.68;50%;$ 27584.34
17309;indometacina;INDOTEX;100 mg sup.x 10;Rontag;$ 18157.59;50%;$ 9078.8
17776;indometacina;INDOTEX;50 mg sup.x 10;Rontag;$ 9363.07;50%;$ 4681.54
36208;leflunomida;LEFLUAR;20 mg comp.rec.x 30;Rontag;$ 34396.77;50%;$ 17198.39
39029;levetiracetam;LEVRON;1000 mg comp.x 30;Rontag;$ 158394.07;50%;$ 79197.04
42930;levetiracetam;LEVRON;250 mg comp.x 30;Rontag;$ 32695.57;50%;$ 16347.79
39027;levetiracetam;LEVRON;500 mg comp.x 20;Rontag;$ 54440.68;50%;$ 27220.34
39028;levetiracetam;LEVRON;500 mg comp.x 60;Rontag;$ 137834.74;50%;$ 68917.37
41030;levocetirizina;ANALERG;5 mg comp.rec.x 10;Rontag;$ 7938.59;50%;$ 3969.3
41031;levocetirizina;ANALERG;5 mg comp.rec.x 30;Rontag;$ 20607.94;50%;$ 10303.97
28945;metronidazol+asoc.;NAXO TV;ov.x 12;Rontag;$ 1004.71;50%;$ 502.36
42884;mirtazapina;BILANZ;30 mg comp.rec.x 10;Rontag;$ 10492.92;50%;$ 5246.46
42885;mirtazapina;BILANZ;30 mg comp.rec.x 30;Rontag;$ 31478.65;50%;$ 15739.33
42592;modafinilo;INTENSIT;200 mg comp.x 10;Rontag;$ 18107.1;50%;$ 9053.55
4393;nalbufina;NUBAINA;10 mg/ml a.x 10 x 1 ml;Rontag;$ 29132.88;50%;$ 14566.44
4420;nalbufina;NUBAINA;10 mg/ml a.x 5 x 1 ml;Rontag;$ 14566.24;50%;$ 7283.12
4395;nalbufina;NUBAINA;20 mg/ml a.x 10 x 1 ml;Rontag;$ 42614.48;50%;$ 21307.24
7337;naproxeno;NAPRONTAG;250 mg comp.x 20;Rontag;$ 10813.82;40%;$ 6488.29
8734;naproxeno;NAPRONTAG;500 mg comp.x 20;Rontag;$ 21692.04;40%;$ 13015.22
8779;naproxeno;NAPRONTAG;500 mg comp.x 50;Rontag;$ 53766.61;40%;$ 32259.97
40403;naproxeno;NAPRONTAG GESIC;550 mg comp.rec.x 10;Rontag;$ 12493.85;40%;$ 7496.31
40404;naproxeno;NAPRONTAG GESIC;550 mg comp.rec.x 20;Rontag;$ 24970.65;40%;$ 14982.39
13715;naproxeno;NAPRONTAG 24;750 mg comp.x 10;Rontag;$ 18618.33;40%;$ 11171
13716;naproxeno;NAPRONTAG 24;750 mg comp.x 30;Rontag;$ 51088.7;40%;$ 30653.22
32717;paroxetina;DATEVAN;20 mg comp.x 10;Rontag;$ 11015.54;50%;$ 5507.77
32718;paroxetina;DATEVAN;20 mg comp.x 30;Rontag;$ 33045.9;50%;$ 16522.95
41635;rasagilina;RASAX;1 mg comp.x 30;Rontag;$ 24254.74;50%;$ 12127.37
32728;sertralina;SERLINA;100 mg comp.x 30;Rontag;$ 39378.68;50%;$ 19689.34
32727;sertralina;SERLINA;50 mg comp.x 30;Rontag;$ 23897.96;50%;$ 11948.98
8539;sodio,picosulfato;TRALI;8 mg/ml gts.x 30 ml;Rontag;$ 9263.77;50%;$ 4631.89
34156;tibolona;TOCLINE;2.5 mg comp.x 30;Rontag;$ 25252.68;50%;$ 12626.34
32873;venlafaxina;GANAVAX;37.5 mg comp.x 30;Rontag;$ 22504.19;50%;$ 11252.1
32874;venlafaxina;GANAVAX;50 mg comp.x 30;Rontag;$ 16705.31;50%;$ 8352.66
32875;venlafaxina;GANAVAX;75 mg comp.x 30;Rontag;$ 22849.38;50%;$ 11424.69
40384;acenocumarol;ACENOCOUMAROL ROSPAW;4 mg comp.x 20;Rospaw;$ 10102.89;80%;$ 2020.58
45721;alprazolam;ROSPAZ;0.50 mg comp.x 30;Rospaw;$ 3471.55;50%;$ 1735.78
45722;alprazolam;ROSPAZ;0.50 mg comp.x 60;Rospaw;$ 6243.49;50%;$ 3121.75
45723;alprazolam;ROSPAZ;1 mg comp.x 30;Rospaw;$ 5178.23;50%;$ 2589.12
45724;alprazolam;ROSPAZ;1 mg comp.x 60;Rospaw;$ 9979.81;50%;$ 4989.91
45725;alprazolam;ROSPAZ;2 mg comp.x 30;Rospaw;$ 7873.95;50%;$ 3936.98
45726;alprazolam;ROSPAZ;2 mg comp.x 60;Rospaw;$ 15501.77;50%;$ 7750.89
48280;amitriptilina;AMIPTRIL;25 mg comp.x 30;Rospaw;$ 11504.77;50%;$ 5752.39
48281;amitriptilina;AMIPTRIL;75 mg comp.x 30;Rospaw;$ 17095.33;50%;$ 8547.67
47429;amlodipina;AMLOPAW;10 mg comp.x 10;Rospaw;$ 6677.94;60%;$ 2671.18
47430;amlodipina;AMLOPAW;10 mg comp.x 30;Rospaw;$ 19947.82;60%;$ 7979.13
47431;amlodipina;AMLOPAW;10 mg comp.x 50;Rospaw;$ 27748.89;60%;$ 11099.56
47426;amlodipina;AMLOPAW;5 mg comp.x 10;Rospaw;$ 3534.33;60%;$ 1413.73
47427;amlodipina;AMLOPAW;5 mg comp.x 30;Rospaw;$ 10867.48;60%;$ 4346.99
47428;amlodipina;AMLOPAW;5 mg comp.x 60;Rospaw;$ 19856.65;60%;$ 7942.66
60769;aripiprazol;APECUR;10 mg comp.x 30;Rospaw;$ 21316.44;50%;$ 10658.22
60770;aripiprazol;APECUR;15 mg comp.x 30;Rospaw;$ 31040.38;50%;$ 15520.19
60771;aripiprazol;APECUR;20 mg comp.x 15;Rospaw;$ 19769.29;50%;$ 9884.65
60768;aripiprazol;APECUR;5 mg comp.x 30;Rospaw;$ 19428.14;50%;$ 9714.07
42289;biperideno;BIPERIDENO ROSPAW;2 mg comp.x 20;Rospaw;$ 6285.86;80%;$ 1257.17
35824;biperideno;BIPERIDENO ROSPAW;2 mg comp.x 60;Rospaw;$ 16272.87;80%;$ 3254.57
52861;carvedilol;CARVIPAW;12.5 mg comp.x 30;Rospaw;$ 10227.9;60%;$ 4091.16
52862;carvedilol;CARVIPAW;25 mg comp.x 30;Rospaw;$ 12597.19;60%;$ 5038.88
52859;carvedilol;CARVIPAW;3.125 mg comp.x 30;Rospaw;$ 93.4;60%;$ 37.36
52863;carvedilol;CARVIPAW;50 mg comp.x 30;Rospaw;$ 217;60%;$ 86.8
52860;carvedilol;CARVIPAW;6.25 mg comp.x 30;Rospaw;$ 8183.79;60%;$ 3273.52
55680;cilostazol;CILOSPAW;100 mg comp.x 30;Rospaw;$ 23275.99;60%;$ 9310.4
55681;cilostazol;CILOSPAW;100 mg comp.x 60;Rospaw;$ 46606.92;60%;$ 18642.77
55678;cilostazol;CILOSPAW;50 mg comp.x 30;Rospaw;$ 12208.34;60%;$ 4883.34
55679;cilostazol;CILOSPAW;50 mg comp.x 60;Rospaw;$ 23928.88;60%;$ 9571.55
45717;clonazepam;CLONAZEPAM ROSPAW;0.5 mg comp.birran.x30;Rospaw;$ 6885.4;50%;$ 3442.7
45718;clonazepam;CLONAZEPAM ROSPAW;0.5 mg comp.birran.x60;Rospaw;$ 10592.44;50%;$ 5296.22
47720;clonazepam;CLONAZEPAM ROSPAW;1 mg comp.birran.x 30;Rospaw;$ 6817.58;50%;$ 3408.79
47721;clonazepam;CLONAZEPAM ROSPAW;1 mg comp.birran.x 60;Rospaw;$ 9052.37;50%;$ 4526.19
45719;clonazepam;CLONAZEPAM ROSPAW;2 mg comp.birran.x 30;Rospaw;$ 7166.82;80%;$ 1433.36
45720;clonazepam;CLONAZEPAM ROSPAW;2 mg comp.birran.x 60;Rospaw;$ 9516.75;80%;$ 1903.35
43183;clopidogrel;CLOPIDOGREL ROSPAW;75 mg comp.x 10;Rospaw;$ 17235.65;50%;$ 8617.83
41961;clopidogrel;CLOPIDOGREL ROSPAW;75 mg comp.x 30;Rospaw;$ 45105.47;50%;$ 22552.74
35828;clozapina;CLOZAPINA ROSPAW;100 mg comp.x 100;Rospaw;$ 165665.12;100%;$ 0
35827;clozapina;CLOZAPINA ROSPAW;100 mg comp.x 30;Rospaw;$ 63152.89;100%;$ 0
52148;clozapina;CLOZAPINA ROSPAW;100 mg comp.x 90;Rospaw;$ 131468.35;100%;$ 0
28644;codeína+paracetamol;G.N.O. CP;comp.x 10;Rospaw;$ 1088.5;40%;$ 653.1
28645;codeína+paracetamol;G.N.O. CP;comp.x 20;Rospaw;$ 1545.33;40%;$ 927.2
54877;donepecilo;LUPRACIL;10 mg comp.rec.x 30;Rospaw;$ 30326.94;50%;$ 15163.47
54878;donepecilo;LUPRACIL;10 mg comp.rec.x 60;Rospaw;$ 58861.45;50%;$ 29430.73
54875;donepecilo;LUPRACIL;5 mg comp.rec.x 30;Rospaw;$ 26350.3;50%;$ 13175.15
54876;donepecilo;LUPRACIL;5 mg comp.rec.x 60;Rospaw;$ 49918.52;50%;$ 24959.26
54583;escitalopram;ROSTALOPRAM;10 mg comp.rec.x 15;Rospaw;$ 15924.39;50%;$ 7962.2
54584;escitalopram;ROSTALOPRAM;10 mg comp.rec.x 30;Rospaw;$ 30143.73;50%;$ 15071.87
54585;escitalopram;ROSTALOPRAM;20 mg comp.rec.x 15;Rospaw;$ 27559.94;50%;$ 13779.97
54586;escitalopram;ROSTALOPRAM;20 mg comp.rec.x 30;Rospaw;$ 48168.04;50%;$ 24084.02
48441;fenobarbital;FENROS;100 mg comp.x 20;Rospaw;$ 8232.33;80%;$ 1646.47
48442;fenobarbital;FENROS;100 mg comp.x 60;Rospaw;$ 18124.15;80%;$ 3624.83
48440;fenobarbital;FENROS;15 mg comp.x 30;Rospaw;$ 7111.94;80%;$ 1422.39
49248;flunitrazepam;MIRPAW;1 mg comp.x 30;Rospaw;$ 9046.68;50%;$ 4523.34
55207;ketorolac trometamina;KETIAL RAPID;10 mg comp.subl.x 10;Rospaw;$ 6567.85;50%;$ 3283.93
55203;ketorolac trometamina;KETIAL;10 mg comp.x 10;Rospaw;$ 5633.07;50%;$ 2816.54
55204;ketorolac trometamina;KETIAL;10 mg comp.x 20;Rospaw;$ 8896.99;50%;$ 4448.5
55205;ketorolac trometamina;KETIAL;20 mg comp.x 10;Rospaw;$ 7498.39;50%;$ 3749.2
55206;ketorolac trometamina;KETIAL;20 mg comp.x 20;Rospaw;$ 11731.24;50%;$ 5865.62
49860;levomepromazina;MEPROZIN;100 mg comp.x 30;Rospaw;$ 22537.39;50%;$ 11268.7
49858;levomepromazina;MEPROZIN;2 mg comp.x 30;Rospaw;$ 6453.63;50%;$ 3226.82
49859;levomepromazina;MEPROZIN;25 mg comp.x 30;Rospaw;$ 13511.68;50%;$ 6755.84
48438;loperamida;LOPERIX;2 mg comp.x 10;Rospaw;$ 4730.84;50%;$ 2365.42
48439;loperamida;LOPERIX;2 mg comp.x 20;Rospaw;$ 7064.5;50%;$ 3532.25
45416;losartán;VINTEX;100 mg comp.rec.x 30;Rospaw;$ 22866.39;80%;$ 4573.28
45415;losartán;VINTEX;50 mg comp.rec.x 30;Rospaw;$ 17911.61;80%;$ 3582.32
46018;metformina;METFORMINA ROSPAW 850 AP;850 mg comp.rec.AP x 30;Rospaw;$ 8184.64;100%;$ 0
46019;metformina;METFORMINA ROSPAW 850 AP;850 mg comp.rec.AP x 60;Rospaw;$ 16103.54;100%;$ 0
46016;metformina;METFORMINA ROSPAW 500;comp.rec.x 30;Rospaw;$ 4001.66;100%;$ 0
46017;metformina;METFORMINA ROSPAW 500;comp.rec.x 60;Rospaw;$ 7974;100%;$ 0
26921;morfina,clorhidrato;G.N.O. 30 MG;comp.x 10;Rospaw;$ 15793.61;50%;$ 7896.81
26922;morfina,clorhidrato;G.N.O. 30 MG;comp.x 20;Rospaw;$ 23968.28;50%;$ 11984.14
22425;morfina,clorhidrato;G.N.O. 60 MG;comp.x 30;Rospaw;$ 41944.64;50%;$ 20972.32
15730;morfina,clorhidrato;G.N.O. 60 MG;comp.x 50;Rospaw;$ 66559.77;50%;$ 33279.89
15729;morfina,clorhidrato;G.N.O. 30 MG;comp.x 50;Rospaw;$ 58100.41;50%;$ 29050.21
48278;olanzapina;OLANZAPINA  ROSPAW;10 mg comp.x 14;Rospaw;$ 73672.94;50%;$ 36836.47
48279;olanzapina;OLANZAPINA  ROSPAW;10 mg comp.x 28;Rospaw;$ 135528.56;50%;$ 67764.28
48276;olanzapina;OLANZAPINA  ROSPAW;5 mg comp.x 14;Rospaw;$ 36304.9;50%;$ 18152.45
48277;olanzapina;OLANZAPINA  ROSPAW;5 mg comp.x 28;Rospaw;$ 68086.61;50%;$ 34043.31
52187;paroxetina;PAROXIN;10 mg comp.rec.x 30;Rospaw;$ 14630.26;50%;$ 7315.13
52188;paroxetina;PAROXIN;20 mg comp.rec.x 30;Rospaw;$ 30702.19;50%;$ 15351.1
52189;paroxetina;PAROXIN;30 mg comp.rec.x 30;Rospaw;$ 492.55;50%;$ 246.28
52190;paroxetina;PAROXIN;40 mg comp.rec.x 30;Rospaw;$ 645.17;50%;$ 322.59
54892;pregabalina;SERIPRAN;150 mg cáps.x 30;Rospaw;$ 44168.22;50%;$ 22084.11
54893;pregabalina;SERIPRAN;150 mg cáps.x 60;Rospaw;$ 3421.34;50%;$ 1710.67
54886;pregabalina;SERIPRAN;25 mg cáps.x 30;Rospaw;$ 8793.02;50%;$ 4396.51
54887;pregabalina;SERIPRAN;25 mg cáps.x 60;Rospaw;$ 656.59;50%;$ 328.3
54894;pregabalina;SERIPRAN;300 mg cáps.x 30;Rospaw;$ 59315.01;50%;$ 29657.51
54895;pregabalina;SERIPRAN;300 mg cáps.x 60;Rospaw;$ 4478.5;50%;$ 2239.25
54888;pregabalina;SERIPRAN;50 mg cáps.x 30;Rospaw;$ 16268.02;50%;$ 8134.01
54889;pregabalina;SERIPRAN;50 mg cáps.x 60;Rospaw;$ 1412;50%;$ 706
54897;pregabalina;SERIPRAN;75 mg comp.ran.dividsx60;Rospaw;$ 1197.5;50%;$ 598.75
54890;pregabalina;SERIPRAN;75 mg cáps.x 30;Rospaw;$ 28994.89;50%;$ 14497.45
54891;pregabalina;SERIPRAN;75 mg cáps.x 60;Rospaw;$ 1975.45;50%;$ 987.73
54896;pregabalina;SERIPRAN;75mg comp.ran.divids.x30;Rospaw;$ 25329.84;50%;$ 12664.92
54550;prometazina;ROSTAZINA;25 mg comp.rec.x 30;Rospaw;$ 4276.09;50%;$ 2138.05
45756;quetiapina;QUETIAROS;100 mg comp.x 30;Rospaw;$ 67875.81;50%;$ 33937.91
45757;quetiapina;QUETIAROS;200 mg comp.x 30;Rospaw;$ 89457.97;50%;$ 44728.99
45755;quetiapina;QUETIAROS;25 mg comp.x 30;Rospaw;$ 40665.37;50%;$ 20332.69
43219;sertralina;SERTRALINA ROSPAW;100 mg comp.x 30;Rospaw;$ 36255.73;50%;$ 18127.87
43218;sertralina;SERTRALINA ROSPAW;50 mg comp.x 30;Rospaw;$ 22130.23;50%;$ 11065.12
57306;venlafaxina;FAXIPAW;25 mg comp.x 30;Rospaw;$ 8397.89;50%;$ 4198.95
57307;venlafaxina;FAXIPAW;50 mg comp.x 30;Rospaw;$ 10385.63;50%;$ 5192.82
57308;venlafaxina;FAXIPAW;75 mg comp.x 30;Rospaw;$ 14596.09;50%;$ 7298.05
48437;zolpidem;DORMI-ROS;10 mg comp.x 30;Rospaw;$ 10457.03;50%;$ 5228.52
46284;fosfato disódico+fosfato monosód;ESIEN;sol.oral x 45 ml;Rossmore Pharma;$ 27275.23;50%;$ 13637.62
50456;itopride;DOMEKA;50 mg comp.x 10;Rossmore Pharma;$ 19873.82;50%;$ 9936.91
50124;itopride;DOMEKA;50 mg comp.x 30;Rossmore Pharma;$ 23856.56;50%;$ 11928.28
50125;itopride;DOMEKA;50 mg comp.x 60;Rossmore Pharma;$ 37635.05;50%;$ 18817.53
48414;otilonio,bromuro;DRIMAVIN;comp.x 20;Rossmore Pharma;$ 11728.71;50%;$ 5864.36
48415;otilonio,bromuro;DRIMAVIN;comp.x 60;Rossmore Pharma;$ 25021.36;50%;$ 12510.68
47954;peg 3350+asoc.;SINASTAL;sobres x 4;Rossmore Pharma;$ 54551.19;50%;$ 27275.6
46351;trimebutina;NEOTINA;comp.x 30;Rossmore Pharma;$ 9942.52;50%;$ 4971.26
47575;trimebutina;NEOTINA;comp.x 60;Rossmore Pharma;$ 20888.61;50%;$ 10444.31
49382;ursodesoxicólico,ác.;URSOTOP;300 mg comp.x 30;Rossmore Pharma;$ 29500.43;50%;$ 14750.22
49383;ursodesoxicólico,ác.;URSOTOP;300 mg comp.x 50;Rossmore Pharma;$ 45721.31;50%;$ 22860.66
35835;alprazolam+domperidona+asoc.;SIDOMAL;comp.x 30;Sanitas;$ 9590.56;50%;$ 4795.28
49527;budesonide;BUDECORT ENEMA;2 mg enema x 7;Sanitas;$ 75191.65;80%;$ 15038.33
46264;domperidona+enzimas digest.+asoc;DOM POLIENZIM 200;grag.x 30;Sanitas;$ 1195.52;50%;$ 597.76
46265;domperidona+simeticona;DOM SIMECON;comp.x 30;Sanitas;$ 12537.07;50%;$ 6268.54
46266;enzimas digestivas+asoc.;POLIENZIM;200 mg grag.x 30;Sanitas;$ 12316.61;50%;$ 6158.31
42057;mosapride;GASTROKIN;5 mg comp.rec.x 30;Sanitas;$ 11297.18;50%;$ 5648.59
60227;peg 3350;LUMENCOL 2F;fr. x 2 x 70 g;Sanitas;$ 43679.77;50%;$ 21839.89
51012;peg 3350+asoc.;LUMENCOL;bidón x 4 l;Sanitas;$ 34534.22;50%;$ 17267.11
46267;simeticona;SIMECON 250;grag.x 30;Sanitas;$ 9307.38;50%;$ 4653.69
51011;sodio,fosfato+asoc.;FOSFACOL 1F;fco.x 1 x 45 ml;Sanitas;$ 12655.13;50%;$ 6327.57
44455;sodio,fosfato+asoc.;FOSFACOL 2F;fco.x 2 x 45 ml;Sanitas;$ 23008.79;50%;$ 11504.4
44924;sucralfato;GASTROMED;susp.x 200 ml;Sanitas;$ 13697.1;50%;$ 6848.55
33431;trimebutina;COLIXANE 200;comp.x 30;Sanitas;$ 11130.22;50%;$ 5565.11
46263;trimebutina+bromazepam;COLIXANE B;comp.x 30;Sanitas;$ 10838.31;50%;$ 5419.16
45677;trimebutina+domperidona+simetic.;COLIXANE DISTEN;comp.x 60 (30+30);Sanitas;$ 26728;50%;$ 13364
46269;ursodesoxicólico,ác.;UTRAL 300;300 mg comp.x 30;Sanitas;$ 36167.01;50%;$ 18083.51
46270;ursodesoxicólico,ác.;UTRAL 300;300 mg comp.x 60;Sanitas;$ 71298.32;50%;$ 35649.16
33939;antígeno hepatitis a;AVAXIM 80 U PEDIATRICO;jga.prell.x 0.5 ml;Sanofi Health A;$ 52588.37;50%;$ 26294.19
20518;antígeno hepatitis a;AVAXIM;jga.prell.x 0.5 ml;Sanofi Health A;$ 64234.79;50%;$ 32117.4
24117;antígeno hepatitis b;HEPATIVAX JUNIOR;f.a.x 1 ds.x 0.5 ml;Sanofi Health A;$ 2913.64;50%;$ 1456.82
23846;antígeno hepatitis b;HEPATIVAX;f.a.x 1 ds.x 1 ml;Sanofi Health A;$ 3596.66;50%;$ 1798.33
23207;antígenos virus influenza;ISTIVAC JUNIOR;Ped.jga.prell.x 0.25 ml;Sanofi Health A;$ 960.94;50%;$ 480.47
55218;antígenos virus influenza;ISTIVAC 4;jga.prell.x 1 x 0.5 ml;Sanofi Health A;$ 24287.91;50%;$ 12143.96
14295;toxoide tetánico;TETAVAX;jga.prell.x 0.5 ml;Sanofi Health A;$ 2091.36;50%;$ 1045.68
26161;toxoide tetánico+diftérico;IMOVAX DT ADULTOS;jga.prell.x 0.5 ml;Sanofi Health A;$ 915.84;50%;$ 457.92
45803;accesorio;CLIKSTAR;Disposit.iny.insulina x1;Sanofi-Aventis;$ 6090.26;100%;$ 0
28377;alfuzosina,clorh.;UROXATRAL OD;10 mg comp.lib.prol.x 30;Sanofi-Aventis;$ 5390.96;50%;$ 2695.48
49355;betametasona (acet.y fosf.disod);DELTISONA RETARD;fco.a.x 1 x 2 ml+jeringa;Sanofi-Aventis;$ 609.82;50%;$ 304.91
11459;ciclopirox;LOPROX;laca x 3 ml;Sanofi-Aventis;$ 469.2;50%;$ 234.6
9522;ciprofibrato;ESTAPROL;100 mg caps.x 30;Sanofi-Aventis;$ 3471.3;60%;$ 1388.52
14555;ciprofibrato;ESTAPROL;100 mg caps.x 60;Sanofi-Aventis;$ 3747.03;60%;$ 1498.81
44514;clopidogrel;PLAVIX;300 mg comp.rec.x 4;Sanofi-Aventis;$ 1138.26;50%;$ 569.13
22961;clopidogrel;PLAVIX;75 mg comp.rec.x 14;Sanofi-Aventis;$ 2490.52;50%;$ 1245.26
22962;clopidogrel;PLAVIX;75 mg comp.rec.x 28;Sanofi-Aventis;$ 12931.4;50%;$ 6465.7
46204;clopidogrel+acetilsalicílico,ác.;COPLAVIX;comp.rec.x 28;Sanofi-Aventis;$ 3330.32;50%;$ 1665.16
7082;cloroquina;NIVAQUINE;comp.x 30;Sanofi-Aventis;$ 1372.81;50%;$ 686.41
11188;deflazacort;AZACORTID;30 mg comp.x 20;Sanofi-Aventis;$ 9282.64;50%;$ 4641.32
13845;deflazacort;FLAMIREX 30;30 mg comp.x 20;Sanofi-Aventis;$ 537.58;50%;$ 268.79
3232;deflazacort;AZACORTID;6 mg comp.x 20;Sanofi-Aventis;$ 1349.98;50%;$ 674.99
18695;enoxaparina sódica;CLEXANE;100 mg jga.prell.x 10;Sanofi-Aventis;$ 490809.86;60%;$ 196323.94
13528;enoxaparina sódica;CLEXANE;20 mg jga.prell.x 10;Sanofi-Aventis;$ 113789.52;60%;$ 45515.81
21319;enoxaparina sódica;CLEXANE;20 mg jga.prell.x 2;Sanofi-Aventis;$ 1015.07;60%;$ 406.03
13530;enoxaparina sódica;CLEXANE;40 mg jga.prell.x 10;Sanofi-Aventis;$ 221531.41;60%;$ 88612.56
21320;enoxaparina sódica;CLEXANE;40 mg jga.prell.x 2;Sanofi-Aventis;$ 44304.6;60%;$ 17721.84
18693;enoxaparina sódica;CLEXANE;60 mg jga.prell.x 10;Sanofi-Aventis;$ 312327.03;60%;$ 124930.81
18694;enoxaparina sódica;CLEXANE;80 mg jga.prell.x 10;Sanofi-Aventis;$ 412541.58;60%;$ 165016.63
16419;espiramicina;ROVAMYCINE;3 MUI comp.x 20;Sanofi-Aventis;$ 41627.66;50%;$ 20813.83
40005;espironolactona+furosemida;LASILACTON;25 mg caps.x 30;Sanofi-Aventis;$ 431.89;50%;$ 215.95
13431;espironolactona+furosemida;LASILACTON;50 mg caps.x 30;Sanofi-Aventis;$ 597.3;50%;$ 298.65
49436;furosemida;LASIX;40 mg comp.x 30;Sanofi-Aventis;$ 14504.02;80%;$ 2900.8
4315;furosemida;LASIX;40 mg comp.x 50;Sanofi-Aventis;$ 24174.47;80%;$ 4834.89
50137;furosemida;LASIX;40 mg comp.x 60;Sanofi-Aventis;$ 29010.16;80%;$ 5802.03
4314;furosemida;LASIX;a.x 10 x 2 ml;Sanofi-Aventis;$ 1496.17;80%;$ 299.23
4289;glibenclamida;DAONIL;comp.x 30;Sanofi-Aventis;$ 397.38;100%;$ 0
4290;glibenclamida;DAONIL;comp.x 60;Sanofi-Aventis;$ 645.88;100%;$ 0
17743;glimepiride;AMARYL;2 mg comp.x 30;Sanofi-Aventis;$ 15593.11;100%;$ 0
17744;glimepiride;AMARYL;2 mg comp.x 60;Sanofi-Aventis;$ 1337.77;100%;$ 0
17745;glimepiride;AMARYL;4 mg comp.x 15;Sanofi-Aventis;$ 1265.03;100%;$ 0
17746;glimepiride;AMARYL;4 mg comp.x 30;Sanofi-Aventis;$ 27505.18;100%;$ 0
42579;glimepiride+metformina;AMARYL M;2 mg/1 g comp.rec.x 30;Sanofi-Aventis;$ 722.29;50%;$ 361.15
42581;glimepiride+metformina;AMARYL M;4 mg/1 g comp.rec.x 30;Sanofi-Aventis;$ 1337.77;50%;$ 668.89
41517;insulina glargina;INSULINA LANTUS SOLOSTAR;100UI/ml lap.prellx5x3ml;Sanofi-Aventis;$ 185340.54;100%;$ 0
53290;insulina glargina;TOUJEO;300U/ml lapicerax3x1.5ml;Sanofi-Aventis;$ 161801.21;100%;$ 0
32734;insulina glargina;INSULINA LANTUS;cart.x 5 x 3 ml;Sanofi-Aventis;$ 185340.54;100%;$ 0
41518;insulina glulisina;INSULINA APIDRA SOLOSTAR;100UI/ml lap.prellx5x3ml;Sanofi-Aventis;$ 182771.37;100%;$ 0
47620;insulina humana;INSULINA INSUMAN N SOLOSTAR;100UI lap.prell.x 5 x3ml;Sanofi-Aventis;$ 33047.1;100%;$ 0
26450;insulina humana;INSULINA INSUMAN;N 100 UI cart.x 5 x 3 ml;Sanofi-Aventis;$ 4520.99;100%;$ 0
26449;insulina humana;INSULINA INSUMAN;N 100 UI vial x 1 x 5 ml;Sanofi-Aventis;$ 1480.22;100%;$ 0
26448;insulina humana;INSULINA INSUMAN;R 100 UI cart.x 5 x 3 ml;Sanofi-Aventis;$ 3980.87;100%;$ 0
26447;insulina humana;INSULINA INSUMAN;R 100 UI vial x 1 x 5 ml;Sanofi-Aventis;$ 1368.55;100%;$ 0
21104;irbesartán;APROVEL 150;150 mg comp.x 28;Sanofi-Aventis;$ 42187.38;60%;$ 16874.95
21106;irbesartán;APROVEL 300;300 mg comp.x 28;Sanofi-Aventis;$ 55461.06;60%;$ 22184.42
48990;irbesartán+amlodipino;APROVASC;150/5mg comp.rec.x 28;Sanofi-Aventis;$ 44255.12;50%;$ 22127.56
48991;irbesartán+amlodipino;APROVASC;300/10mg comp.rec.x 28;Sanofi-Aventis;$ 44255.12;50%;$ 22127.56
48992;irbesartán+amlodipino;APROVASC;300/5mg comp.rec.x 28;Sanofi-Aventis;$ 44255.12;50%;$ 22127.56
25076;irbesartán+hidroclorotiazida;CO APROVEL 150/12.5MG;150/12.5 mg comp.x 28;Sanofi-Aventis;$ 42187.38;50%;$ 21093.69
25077;irbesartán+hidroclorotiazida;CO APROVEL 300/12.5MG;300/12.5 mg comp.x 28;Sanofi-Aventis;$ 55461.06;50%;$ 27730.53
41715;irbesartán+hidroclorotiazida;CO APROVEL 300/25 MG;300/25 mg comp.x 28;Sanofi-Aventis;$ 3259.87;50%;$ 1629.94
5080;isoniacida;NICOTIBINA;300 mg comp.x 30;Sanofi-Aventis;$ 275.23;50%;$ 137.62
23537;leflunomida;ARAVA;20 mg comp.x 30;Sanofi-Aventis;$ 5925.24;50%;$ 2962.62
10992;levomepromazina;NOZINAN;2 mg comp.x 30;Sanofi-Aventis;$ 501.95;50%;$ 250.98
10993;levomepromazina;NOZINAN;2.5% iny.x 5 x 1 ml;Sanofi-Aventis;$ 1094.69;50%;$ 547.35
49583;metformina;QUEXEL SR 1000;1000 mg comp.rec.AP x 30;Sanofi-Aventis;$ 1174.9;100%;$ 0
49581;metformina;QUEXEL SR 500;500 mg comp.rec.AP x 30;Sanofi-Aventis;$ 302.65;100%;$ 0
